Incident Number,Incident Type,Mental Health Flag,Priority Level,Response Datetime,Response Day of Week,Response Hour,First Unit Arrived Datetime,Call Closed Datetime,Sector,Initial Problem Description,Initial Problem Category,Final Problem Description,Final Problem Category,Number of Units Arrived,Unit Time on Scene,Call Disposition Description,Report Written Flag,Response Time,Officer Injured/Killed Count,Subject Injured/Killed Count,Other Injured/Killed Count,Geo ID,Census Block Group,Council District
241841219,Dispatched Incident,Not Mental Health Incident,Priority 2,7/2/2024 18:38,Tue,18.0,7/2/2024 19:01,7/2/2024 19:15,Edward,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,825.0,No Report,No,1431.0,0.0,0.0,0.0,484530000000.0,4530449002.0,1.0
242010435,Dispatched Incident,Not Mental Health Incident,Priority 3,7/19/2024 11:05,Fri,11.0,7/19/2024 11:23,7/19/2024 11:35,Adam,Auto Theft Service,Auto Theft,Auto Theft Service,Auto Theft,2.0,1471.0,No Report,No,1141.0,0.0,0.0,0.0,484910000000.0,4910204063.0,6.0
241101274,Dispatched Incident,Not Mental Health Incident,Priority 1,4/19/2024 18:54,Fri,18.0,4/19/2024 19:03,4/19/2024 19:58,Edward,Alarm Burglar,Alarms,Nature Unknown Urgent,Other,1.0,3323.0,Non-Police Matter,No,520.0,0.0,0.0,0.0,484530000000.0,4530435003.0,1.0
241741769,Dispatched Incident,Not Mental Health Incident,Priority 0,6/22/2024 22:49,Sat,22.0,6/22/2024 22:57,6/22/2024 23:08,Charlie,Disturbance Hs,Disturbance,Disturbance Hs,Disturbance,3.0,1653.0,No Report,No,514.0,0.0,0.0,0.0,484530000000.0,4530022201.0,1.0
241270513,Dispatched Incident,Not Mental Health Incident,Priority 3,5/6/2024 9:17,Mon,9.0,5/6/2024 9:28,5/6/2024 11:16,Baker,Criminal Trespass,Trespassing,Criminal Trespass,Trespassing,1.0,6476.0,10/8 From Traffic,No,709.0,0.0,0.0,0.0,484530000000.0,4530004013.0,9.0
240970372,Dispatched Incident,Mental Health Incident,Priority 1,4/6/2024 6:30,Sat,6.0,4/6/2024 6:43,4/6/2024 6:55,Charlie,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,3.0,1784.0,Unable To Locate,No,850.0,0.0,0.0,0.0,484530000000.0,4530022141.0,1.0
230331175,Dispatched Incident,Not Mental Health Incident,Priority 2,2/2/2023 18:51,Thu,18.0,2/2/2023 19:01,2/2/2023 19:23,Adam,Suspicious Unknown,Suspicious Things,Suspicious Unknown,Suspicious Things,1.0,1300.0,No Report,No,690.0,0.0,0.0,0.0,484530000000.0,4530454001.0,7.0
212641044,Dispatched Incident,Not Mental Health Incident,Priority 2,9/21/2021 17:16,Tue,17.0,9/21/2021 17:23,9/21/2021 18:02,David,Assist Non Emergency,Assistance,Impounded Vehicle,Traffic Stop/Hazard,3.0,4780.0,No Report,No,429.0,0.0,0.0,0.0,484530000000.0,4530019103.0,8.0
233370519,Dispatched Incident,Not Mental Health Incident,Priority 3,12/3/2023 8:10,Sun,8.0,12/3/2023 11:35,12/3/2023 12:57,Baker,Auto Theft Service,Auto Theft,Auto Theft Service,Auto Theft,1.0,4922.0,Report Written,Yes,12375.0,0.0,0.0,0.0,484530000000.0,4530006081.0,9.0
212571281,Dispatched Incident,Not Mental Health Incident,Priority 2,9/14/2021 19:00,Tue,19.0,9/14/2021 19:08,9/14/2021 23:28,Henry,Burglary Vehicle,Theft,Burglary Vehicle,Theft,3.0,34873.0,Report Written,Yes,505.0,0.0,0.0,0.0,484530000000.0,4530023143.0,3.0
212170786,Dispatched Incident,Not Mental Health Incident,Priority 2,8/5/2021 13:50,Thu,13.0,8/5/2021 15:59,8/5/2021 16:47,Baker,Federal Aviation Violation,Other,Found/Abandoned Hazardous,Drugs,1.0,2888.0,No Report,No,7789.0,0.0,0.0,0.0,484530000000.0,4530002043.0,10.0
233261050,Dispatched Incident,Not Mental Health Incident,Priority 0,11/22/2023 18:30,Wed,18.0,11/22/2023 18:39,11/22/2023 19:57,Henry,Agency Assist Hs,Assistance,Agency Assist Hs,Assistance,3.0,5688.0,No Report,No,591.0,0.0,0.0,0.0,484530000000.0,4530014032.0,9.0
213580628,Dispatched Incident,Not Mental Health Incident,Priority 3,12/24/2021 12:38,Fri,12.0,12/24/2021 13:05,12/24/2021 13:27,Ida,Doc / C.o. Violation,Disorderly Conduct,Doc / C.o. Violation,Disorderly Conduct,1.0,1296.0,No Report,No,1731.0,0.0,0.0,0.0,484530000000.0,4530015034.0,4.0
240130452,Dispatched Incident,Not Mental Health Incident,Priority 2,1/13/2024 9:29,Sat,9.0,1/13/2024 9:44,1/13/2024 9:50,Edward,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,400.0,False Alarm,No,923.0,0.0,0.0,0.0,484530000000.0,4530446002.0,7.0
230811366,Dispatched Incident,Not Mental Health Incident,Priority 1,3/22/2023 21:57,Wed,21.0,3/22/2023 22:03,3/22/2023 23:09,Henry,Nature Unknown Urgent,Other,Nature Unknown Urgent,Other,2.0,4504.0,No Report,No,503.0,0.0,0.0,0.0,484530000000.0,4530023251.0,3.0
213630242,Dispatched Incident,Not Mental Health Incident,Priority 2,12/29/2021 7:18,Wed,7.0,12/29/2021 7:25,12/29/2021 7:33,David,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,503.0,Unable To Locate,No,448.0,0.0,0.0,0.0,484530000000.0,4530320002.0,8.0
231310317,Dispatched Incident,Not Mental Health Incident,Priority 2,5/11/2023 6:50,Thu,6.0,5/11/2023 6:54,5/11/2023 7:34,Adam,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,3829.0,False Alarm,No,354.0,0.0,0.0,0.0,484910000000.0,4910204062.0,6.0
221460229,Dispatched Incident,Not Mental Health Incident,Priority 2,5/26/2022 5:44,Thu,5.0,5/26/2022 5:47,5/26/2022 5:53,Airport,Assist Non Emergency,Assistance,Assist Non Emergency,Assistance,1.0,339.0,No Report,No,171.0,0.0,0.0,0.0,484540000000.0,4539800001.0,2.0
241921042,Dispatched Incident,Not Mental Health Incident,Priority 2,7/10/2024 17:59,Wed,17.0,7/10/2024 18:03,7/10/2024 18:43,Baker,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,2356.0,False Alarm,No,257.0,0.0,0.0,0.0,484530000000.0,4530302002.0,10.0
241840690,Dispatched Incident,Not Mental Health Incident,Priority 2,7/2/2024 12:37,Tue,12.0,7/2/2024 13:09,7/2/2024 13:26,David,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,1335.0,Unable To Locate,No,1945.0,0.0,0.0,0.0,484530000000.0,4530024441.0,3.0
221480436,Dispatched Incident,Not Mental Health Incident,Priority 2,5/28/2022 8:42,Sat,8.0,5/28/2022 8:49,5/28/2022 9:13,Frank,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,2682.0,False Alarm,No,472.0,0.0,0.0,0.0,484530000000.0,4530024222.0,2.0
232461053,Dispatched Incident,Not Mental Health Incident,Priority 3,9/3/2023 17:40,Sun,17.0,9/3/2023 17:46,9/3/2023 18:02,Airport,Assist Non Emergency,Assistance,Assist Complainant,Assistance,4.0,2522.0,No Report,No,359.0,0.0,0.0,0.0,484540000000.0,4539800001.0,2.0
232020251,Dispatched Incident,Not Mental Health Incident,Priority 3,7/21/2023 4:26,Fri,4.0,7/21/2023 4:36,7/21/2023 5:22,Henry,Service,Other,Service,Other,1.0,2761.0,Report Written,Yes,620.0,0.0,0.0,0.0,484530000000.0,4530023102.0,3.0
240731350,Dispatched Incident,Not Mental Health Incident,Priority 1,3/13/2024 20:41,Wed,20.0,3/13/2024 20:54,3/13/2024 21:20,Charlie,Shots Fired,Shoot/Stab,Shots Fired,Shoot/Stab,1.0,1593.0,Unable To Locate,No,798.0,0.0,0.0,0.0,484530000000.0,4530021102.0,1.0
212401182,Dispatched Incident,Not Mental Health Incident,Priority 1,8/28/2021 17:24,Sat,17.0,8/28/2021 17:35,8/28/2021 18:30,Ida,Disturbance Other,Disturbance,Disturbance Urgent,Disturbance,1.0,3317.0,Report Written,Yes,779.0,0.0,0.0,0.0,484530000000.0,4530021054.0,4.0
240530180,Dispatched Incident,Not Mental Health Incident,Priority 3,2/22/2024 3:51,Thu,3.0,2/22/2024 5:19,2/22/2024 7:03,Frank,Nature Unknown Urgent,Other,Check Welfare Service,Welfare Check,3.0,10648.0,No Report,No,5423.0,0.0,0.0,0.0,484530000000.0,4530024222.0,2.0
242250050,Dispatched Incident,Not Mental Health Incident,Priority 1,8/12/2024 0:46,Mon,0.0,8/12/2024 0:54,8/12/2024 2:18,Henry,Disturbance Urgent,Disturbance,Disturbance Urgent,Disturbance,3.0,13255.0,Report Written,Yes,537.0,0.0,0.0,0.0,484530000000.0,4530023191.0,2.0
223271204,Dispatched Incident,Mental Health Incident,Priority 1,11/23/2022 22:17,Wed,22.0,11/23/2022 22:21,11/23/2022 23:27,Frank,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,3.0,8204.0,No Report,No,261.0,0.0,0.0,0.0,484530000000.0,4530024073.0,5.0
230711175,Dispatched Incident,Not Mental Health Incident,Priority 2,3/12/2023 18:59,Sun,18.0,3/12/2023 21:12,3/12/2023 22:22,Adam,Burglary Urgent,Burglary,Trespass Urgent,Trespassing,2.0,7973.0,No Report,No,8037.0,0.0,0.0,0.0,484910000000.0,4910203113.0,6.0
221801151,Dispatched Incident,Not Mental Health Incident,Priority 2,6/29/2022 18:21,Wed,18.0,6/29/2022 19:16,6/29/2022 23:33,Edward,Sex Crime Service,Sex Crimes,Agg Sex Aslt Of Child/Object,Sex Crimes,2.0,13890.0,Report Written,Yes,3615.0,0.0,0.0,0.0,484530000000.0,4530403002.0,4.0
211760866,Dispatched Incident,Not Mental Health Incident,Priority 2,6/25/2021 13:37,Fri,13.0,6/25/2021 13:47,6/25/2021 13:51,David,Animal Urgent,Animal Related,Animal Urgent,Animal Related,1.0,282.0,No Report,No,639.0,0.0,0.0,0.0,484530000000.0,4530013071.0,3.0
233561165,Dispatched Incident,Not Mental Health Incident,Priority 2,12/22/2023 18:15,Fri,18.0,12/22/2023 22:06,12/22/2023 23:07,Edward,Crash Urgent,Crashes,Crash Urgent,Crashes,1.0,3691.0,Unable To Locate,No,13894.0,0.0,0.0,0.0,484530000000.0,4530409003.0,4.0
220440501,Dispatched Incident,Not Mental Health Incident,Priority 0,2/13/2022 8:37,Sun,8.0,2/13/2022 8:43,2/13/2022 9:43,Charlie,Gun Hs,Shoot/Stab,Disturbance Hs,Disturbance,4.0,8818.0,Report Written,Yes,388.0,0.0,0.0,0.0,484530000000.0,4530009024.0,3.0
233240048,Dispatched Incident,Not Mental Health Incident,Priority 2,11/20/2023 0:39,Mon,0.0,11/20/2023 0:48,11/20/2023 0:53,Frank,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,1.0,252.0,False Alarm,No,564.0,0.0,0.0,0.0,484530000000.0,4530024411.0,2.0
230510536,Dispatched Incident,Not Mental Health Incident,Priority 2,2/20/2023 11:15,Mon,11.0,2/20/2023 11:22,2/20/2023 11:41,Adam,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,1175.0,No Report,No,436.0,0.0,0.0,0.0,484530000000.0,4530316002.0,6.0
220410217,Dispatched Incident,Not Mental Health Incident,Priority 1,2/10/2022 5:56,Thu,5.0,2/10/2022 6:34,2/10/2022 6:41,Frank,Alarm Robbery,Alarms,False Robbery Alarm,Alarms,2.0,771.0,False Alarm,No,2332.0,0.0,0.0,0.0,484530000000.0,4530310001.0,5.0
220160345,Dispatched Incident,Not Mental Health Incident,Priority 2,1/16/2022 7:44,Sun,7.0,1/16/2022 7:56,1/16/2022 8:09,Frank,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,2.0,1297.0,No Report,No,788.0,0.0,0.0,0.0,484530000000.0,4530024402.0,2.0
221940353,Dispatched Incident,Not Mental Health Incident,Priority 2,7/13/2022 8:17,Wed,8.0,7/13/2022 8:20,7/13/2022 17:35,Adam,Trespass Urgent,Trespassing,Assault W/Injury-Fam/Date Vio,Simple Assault,2.0,27928.0,Report Written,Yes,217.0,0.0,0.0,0.0,484530000000.0,4530414001.0,7.0
230640635,Dispatched Incident,Not Mental Health Incident,Priority 2,3/5/2023 11:00,Sun,11.0,3/5/2023 11:23,3/5/2023 14:14,Henry,Assist Non Emergency,Assistance,Animal Bite,Animal Related,2.0,15536.0,Report Written,Yes,1411.0,0.0,0.0,0.0,484530000000.0,4530024532.0,2.0
232780101,Dispatched Incident,Not Mental Health Incident,Priority 0,10/5/2023 1:39,Thu,1.0,10/5/2023 1:42,10/5/2023 5:55,Edward,Crash Hs,Crashes,Crash Hs,Crashes,6.0,36203.0,Report Written,Yes,224.0,0.0,0.0,0.0,484530000000.0,4530432001.0,4.0
241390107,Dispatched Incident,Not Mental Health Incident,Priority 2,5/18/2024 1:35,Sat,1.0,5/18/2024 1:40,5/18/2024 2:14,Henry,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,2051.0,Unable To Locate,No,562.0,0.0,0.0,0.0,484530000000.0,4530023243.0,3.0
231080265,Dispatched Incident,Not Mental Health Incident,Priority 3,4/18/2023 7:11,Tue,7.0,4/18/2023 9:02,4/18/2023 9:21,Frank,Missing Service,Missing Persons/Kidnapping,Missing Service,Missing Persons/Kidnapping,1.0,1152.0,No Report,No,6720.0,0.0,0.0,0.0,484530000000.0,4530317001.0,5.0
232130569,Dispatched Incident,Mental Health Incident,Priority 2,8/1/2023 11:24,Tue,11.0,8/1/2023 11:45,8/1/2023 12:01,George,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,1283.0,No Report,No,1326.0,0.0,0.0,0.0,484530000000.0,4530011012.0,9.0
240620509,Dispatched Incident,Mental Health Incident,Priority 2,3/2/2024 9:27,Sat,9.0,3/2/2024 14:20,3/2/2024 15:12,Charlie,Disturbance Other,Disturbance,Family Disturbance,Disturbance,1.0,3112.0,Report Written,Yes,17626.0,0.0,0.0,0.0,484530000000.0,4530010003.0,3.0
220610684,Dispatched Incident,Not Mental Health Incident,Priority 2,3/2/2022 13:08,Wed,13.0,3/2/2022 13:37,3/2/2022 14:49,Baker,Disturbance Other,Disturbance,Criminal Trespass Notice,Trespassing,2.0,5604.0,Report Written,Yes,1809.0,0.0,0.0,0.0,484530000000.0,4530404002.0,7.0
222200666,Dispatched Incident,Mental Health Incident,Priority 2,8/8/2022 12:36,Mon,12.0,8/8/2022 13:05,8/8/2022 13:47,Baker,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,4241.0,No Report,No,1806.0,0.0,0.0,0.0,484530000000.0,4530007001.0,9.0
212970556,Dispatched Incident,Not Mental Health Incident,Priority 2,10/24/2021 9:09,Sun,9.0,10/24/2021 9:40,10/24/2021 12:00,David,Crash Urgent,Crashes,Crash Urgent,Crashes,2.0,9713.0,No Report,No,1997.0,0.0,0.0,0.0,484530000000.0,4530019101.0,8.0
231560785,Dispatched Incident,Not Mental Health Incident,Priority 2,6/5/2023 14:02,Mon,14.0,6/5/2023 14:04,6/5/2023 14:48,Baker,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,5163.0,No Report,No,251.0,0.0,0.0,0.0,484530000000.0,4530012002.0,9.0
223411156,Dispatched Incident,Mental Health Incident,Priority 1,12/7/2022 18:35,Wed,18.0,12/7/2022 18:43,12/7/2022 20:10,Frank,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,1.0,5211.0,Report Written MH,No,603.0,0.0,0.0,0.0,484530000000.0,4530309005.0,5.0
232871140,Dispatched Incident,Not Mental Health Incident,Priority 2,10/14/2023 16:50,Sat,16.0,10/14/2023 16:56,10/14/2023 17:46,Edward,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,5089.0,Unable To Locate,No,493.0,0.0,0.0,0.0,484530000000.0,4530441001.0,7.0
222710846,Dispatched Incident,Not Mental Health Incident,Priority 3,9/28/2022 14:24,Wed,14.0,9/28/2022 17:51,9/28/2022 17:52,Ida,Crash Service,Crashes,Crash Service,Crashes,1.0,62.0,No Report,No,12480.0,0.0,0.0,0.0,484530000000.0,4530436003.0,4.0
221060919,Dispatched Incident,Not Mental Health Incident,Priority 0,4/16/2022 14:38,Sat,14.0,4/16/2022 14:44,4/16/2022 15:51,Edward,Disturbance Hs,Disturbance,Disturbance Hs,Disturbance,2.0,4813.0,Unable To Locate,No,350.0,0.0,0.0,0.0,484530000000.0,4530435002.0,1.0
242560393,Dispatched Incident,Not Mental Health Incident,Priority 1,9/12/2024 8:12,Thu,8.0,9/12/2024 8:24,9/12/2024 11:09,Frank,Animal Urgent,Animal Related,Animal Bite,Animal Related,4.0,23231.0,Report Written,Yes,492.0,0.0,0.0,0.0,484530000000.0,4530024512.0,5.0
230090801,Dispatched Incident,Not Mental Health Incident,Priority 2,1/9/2023 14:31,Mon,14.0,1/9/2023 15:29,1/9/2023 15:58,Baker,Prowler Hs,Suspicious Things,Suspicious Person,Suspicious Things,1.0,1741.0,Report Written,Yes,3579.0,0.0,0.0,0.0,484530000000.0,4530004012.0,9.0
212331318,Dispatched Incident,Not Mental Health Incident,Priority 3,8/21/2021 18:32,Sat,18.0,8/21/2021 20:12,8/21/2021 21:27,Frank,Crash Service,Crashes,Agg Assault,Aggravated Assault,2.0,7323.0,Report Written,Yes,6256.0,0.0,0.0,0.0,484530000000.0,4530024303.0,2.0
233080139,Dispatched Incident,Not Mental Health Incident,Priority 0,11/4/2023 1:34,Sat,1.0,11/4/2023 1:37,11/4/2023 2:45,Ida,Disturbance Hs,Disturbance,Disturbance Hs,Disturbance,4.0,12140.0,No Report,No,194.0,0.0,0.0,0.0,484530000000.0,4530015034.0,4.0
242731118,Dispatched Incident,Not Mental Health Incident,Priority 0,9/29/2024 16:33,Sun,16.0,9/29/2024 16:37,9/29/2024 18:03,Henry,Disturbance Hs,Disturbance,Disturbance Hs,Disturbance,3.0,7038.0,Unable To Locate,No,260.0,0.0,0.0,0.0,484530000000.0,4530023161.0,3.0
221810595,Dispatched Incident,Not Mental Health Incident,Priority 3,6/30/2022 11:14,Thu,11.0,6/30/2022 13:36,6/30/2022 14:50,Adam,Auto Theft Service,Auto Theft,Auto Theft Service,Auto Theft,1.0,4470.0,Report Written,Yes,8745.0,0.0,0.0,0.0,484530000000.0,4530453002.0,7.0
241660285,Dispatched Incident,Not Mental Health Incident,Priority 2,6/14/2024 5:16,Fri,5.0,6/14/2024 6:37,6/14/2024 7:46,Charlie,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,5040.0,False Alarm,No,4864.0,0.0,0.0,0.0,484530000000.0,4530021113.0,3.0
221650552,Dispatched Incident,Not Mental Health Incident,Priority 3,6/14/2022 9:55,Tue,9.0,6/14/2022 16:04,6/14/2022 16:13,Charlie,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,564.0,No Report,No,22274.0,0.0,0.0,0.0,484530000000.0,4530021111.0,3.0
232230779,Dispatched Incident,Not Mental Health Incident,Priority 3,8/11/2023 13:01,Fri,13.0,8/11/2023 13:53,8/11/2023 15:02,Frank,Service,Other,Service,Other,1.0,4118.0,Report Written,Yes,3144.0,0.0,0.0,0.0,484530000000.0,4530024511.0,2.0
221071019,Dispatched Incident,Not Mental Health Incident,Priority 0,4/17/2022 16:30,Sun,16.0,4/17/2022 16:43,4/17/2022 16:47,Henry,Traffic Hazard Hs,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,1.0,203.0,False Alarm,No,893.0,0.0,0.0,0.0,484530000000.0,4530024522.0,2.0
241711264,Dispatched Incident,Not Mental Health Incident,Priority 0,6/19/2024 22:03,Wed,22.0,6/19/2024 22:13,6/19/2024 23:23,Baker,Crash Hs,Crashes,Crash Hs,Crashes,2.0,7646.0,Report Written,Yes,607.0,0.0,0.0,0.0,484530000000.0,4530306003.0,10.0
241880423,Dispatched Incident,Not Mental Health Incident,Priority 2,7/6/2024 7:03,Sat,7.0,7/6/2024 8:11,7/6/2024 8:18,George,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,807.0,No Report,No,4156.0,0.0,0.0,0.0,484530000000.0,4530012004.0,9.0
220891287,Dispatched Incident,Not Mental Health Incident,Priority 1,3/30/2022 19:30,Wed,19.0,3/30/2022 19:54,3/30/2022 22:58,Edward,Nature Unknown Urgent,Other,Nature Unknown Urgent,Other,2.0,14985.0,Report Written,Yes,1430.0,0.0,0.0,0.0,484530000000.0,4530439002.0,7.0
212371383,Dispatched Incident,Mental Health Incident,Priority 1,8/25/2021 21:27,Wed,21.0,8/25/2021 21:39,8/25/2021 22:10,David,Check Welfare Service,Welfare Check,Edp Intervention W/Contact,Welfare Check,2.0,3715.0,Report Written MH,No,892.0,0.0,0.0,0.0,484530000000.0,4530312003.0,8.0
230101232,Dispatched Incident,Not Mental Health Incident,Priority 3,1/10/2023 19:30,Tue,19.0,1/10/2023 20:12,1/10/2023 20:12,Baker,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,2.0,No Report,No,2703.0,0.0,0.0,0.0,484530000000.0,4530307002.0,10.0
212111016,Dispatched Incident,Not Mental Health Incident,Priority 2,7/30/2021 15:59,Fri,15.0,7/30/2021 18:51,7/31/2021 0:49,Edward,Theft,Theft,Theft,Theft,1.0,21462.0,Supplement Written,No,10351.0,0.0,0.0,0.0,484530000000.0,4530442001.0,7.0
230751156,Dispatched Incident,Not Mental Health Incident,Priority 1,3/16/2023 18:02,Thu,18.0,3/16/2023 18:06,3/16/2023 18:23,Edward,Public Safety Assist Urgent,Assistance,Public Safety Assist Urgent,Assistance,2.0,1378.0,No Report,No,255.0,0.0,0.0,0.0,484530000000.0,4530403002.0,4.0
230451265,Dispatched Incident,Not Mental Health Incident,Priority 2,2/14/2023 21:38,Tue,21.0,2/14/2023 23:15,2/14/2023 23:22,Charlie,Crash Service,Crashes,Crash Urgent,Crashes,2.0,636.0,No Report,No,5934.0,0.0,0.0,0.0,484530000000.0,4530011031.0,9.0
220080908,Dispatched Incident,Not Mental Health Incident,Priority 0,1/8/2022 17:40,Sat,17.0,1/8/2022 17:45,1/8/2022 18:14,Edward,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,1.0,1777.0,No Report,No,360.0,0.0,0.0,0.0,484530000000.0,4530439003.0,7.0
231430640,Dispatched Incident,Not Mental Health Incident,Priority 1,5/23/2023 12:45,Tue,12.0,5/23/2023 12:55,5/23/2023 13:08,Henry,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,1.0,765.0,Unable To Locate,No,700.0,0.0,0.0,0.0,484530000000.0,4530023251.0,3.0
222520305,Dispatched Incident,Mental Health Incident,Priority 1,9/9/2022 5:55,Fri,5.0,9/9/2022 6:04,9/9/2022 7:30,George,Check Welfare Urgent,Welfare Check,Emergency Detention,Welfare Check,1.0,28.0,Report Written,Yes,638.0,0.0,0.0,0.0,484530000000.0,4530011032.0,9.0
231621370,Dispatched Incident,Not Mental Health Incident,Priority 2,6/11/2023 21:25,Sun,21.0,6/11/2023 21:30,6/11/2023 23:02,Adam,Suspicious Unknown,Suspicious Things,Suspicious Unknown,Suspicious Things,4.0,14180.0,Report Written,Yes,426.0,0.0,0.0,0.0,484530000000.0,4530453002.0,7.0
232881259,Dispatched Incident,Not Mental Health Incident,Priority 3,10/15/2023 17:40,Sun,17.0,10/15/2023 19:15,10/15/2023 19:57,Baker,Found/Abandoned Hazardous,Drugs,Found/Abandoned Hazardous,Drugs,1.0,2524.0,Unable To Locate,No,5697.0,0.0,0.0,0.0,484530000000.0,4530300001.0,10.0
242480339,Dispatched Incident,Not Mental Health Incident,Priority 2,9/4/2024 8:05,Wed,8.0,9/4/2024 8:21,9/4/2024 10:19,Adam,Crash Urgent,Crashes,Crash Leaving The Scene,Crashes,2.0,13478.0,Report Written,Yes,1126.0,0.0,0.0,0.0,484530000000.0,4530412002.0,7.0
220430967,Dispatched Incident,Not Mental Health Incident,Priority 2,2/12/2022 15:41,Sat,15.0,2/12/2022 15:55,2/12/2022 16:17,Adam,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,1342.0,No Report,No,855.0,0.0,0.0,0.0,484530000000.0,4530421001.0,7.0
213240916,Dispatched Incident,Not Mental Health Incident,Priority 0,11/20/2021 14:40,Sat,14.0,11/20/2021 14:43,11/20/2021 15:21,Frank,Crash Urgent,Crashes,Crash Blue Form,Crashes,3.0,3340.0,No Report,No,178.0,0.0,0.0,0.0,484530000000.0,4530024511.0,2.0
240580446,Dispatched Incident,Not Mental Health Incident,Priority 2,2/27/2024 10:16,Tue,10.0,2/27/2024 11:43,2/27/2024 12:21,David,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,2277.0,No Report,No,5260.0,0.0,0.0,0.0,484530000000.0,4530023222.0,3.0
212520217,Dispatched Incident,Not Mental Health Incident,Priority 2,9/9/2021 5:44,Thu,5.0,9/9/2021 5:49,9/9/2021 5:54,Edward,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,1.0,316.0,False Alarm,No,330.0,0.0,0.0,0.0,484530000000.0,4530421003.0,7.0
230721269,Dispatched Incident,Not Mental Health Incident,Priority 3,3/13/2023 20:05,Mon,20.0,3/13/2023 20:46,3/13/2023 22:16,Ida,Missing Service,Missing Persons/Kidnapping,Missing Service,Missing Persons/Kidnapping,1.0,5405.0,Report Written,Yes,2660.0,0.0,0.0,0.0,484530000000.0,4530405002.0,7.0
211860956,Dispatched Incident,Mental Health Incident,Priority 0,7/5/2021 9:43,Mon,9.0,7/5/2021 9:53,7/5/2021 10:02,Frank,Pedestrian On Hsr,Traffic Stop/Hazard,Pedestrian On Hsr,Traffic Stop/Hazard,2.0,1113.0,Unable To Locate,No,650.0,0.0,0.0,0.0,484530000000.0,4530024071.0,5.0
